Name,Studio,UPC,Price,Category,ESRB,Platform,Released_on,Dimensions,Weight,Cover_image
 My Virtual Tutor: Reading 1st Grade to 2nd Grade,Mentor InterActive,0851455002121,29.99,Nintendo DS,Everyone,Nintendo DS,9/11/2009,4.9000 x 0.7000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/237/3-1237.jpg
 Yoshi's Island DS,Nintendo,0045496738150,34.99,Nintendo DS,Everyone,Nintendo DS,11/15/2006,4.8800 x 0.7900,0.1800 lbs.,https://secure.coverart.bookstores.com/large/439/3-439.jpg
 Pokemon White Version,Nintendo,0045496741242,34.99,Nintendo DS,Everyone,Nintendo DS,3/6/2011,4.8800 x 0.8700,0.1400 lbs.,https://secure.coverart.bookstores.com/large/642/3-56642.jpg
 Chessmaster: The Art of Learning,UBI Soft,0008888163664,19.99,Nintendo DS,Everyone,Nintendo DS,10/23/2007,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/369/3-58369.jpg
 A Witch's Tale - Nintendo DS,NIS America,0857823001376,29.99,Nintendo DS,Everyone 10+,Nintendo DS,10/6/2009,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/923/3-923.jpg
 Lego Battles - Nintendo DS,Warner Bros,0883929069859,19.99,Nintendo DS,Everyone,Nintendo DS,6/9/2009,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/110/3-1110.jpg
 Prism - Nintendo DS,Eidos Interactive,0788687400398,19.99,Nintendo DS,Everyone,Nintendo DS,10/16/2007,4.9000 x 0.6000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/507/3-507.jpg
 FIFA Soccer 11 - Nintendo DS,Electronic Arts,0014633194913,19.99,Nintendo DS,Everyone,Nintendo DS,9/28/2010,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/309/3-30309.jpg
 Strawberry Shortcake: Strawberryland Games - Nintendo DS,American Game Factory,0855433001113,19.99,Nintendo DS,Everyone,Nintendo DS,10/3/2006,4.9000 x 0.6000,0.0500 lbs.,https://secure.coverart.bookstores.com/large/335/3-335.jpg
 Namco Museum - Nintendo DS,Namco,0722674700078,19.99,Nintendo DS,Everyone,Nintendo DS,9/18/2007,4.9000 x 0.5000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/324/3-324.jpg
 Professor Layton and the Diabolical Box,Nintendo,0045496740399,29.99,Nintendo DS,Everyone 10+,Nintendo DS,8/24/2009,4.8800 x 0.7900,0.4000 lbs.,https://secure.coverart.bookstores.com/large/211/3-1211.jpg
 Pass Your Driving Theory Test DS (Nintendo DS),Avanquest Software,5016488118927,19.99,Nintendo DS,Unknown,Nintendo DS,3/6/2009,4.7200 x 0.7900,0.6800 lbs.,https://secure.coverart.bookstores.com/large/847/3-84847.jpg
 Bakugan: Battle Trainer - Nintendo DS,Activision Publishing,0047875761612,16.83,Nintendo DS,Everyone,Nintendo DS,3/21/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/413/3-1413.jpg
 Scripps Spelling Bee - Nintendo DS,THQ,0785138364117,19.99,Nintendo DS,Everyone,Nintendo DS,9/28/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/342/3-30342.jpg
 Mega Man Star Force 2 Zerker X Saurian - Nintendo DS,Capcom,0013388320158,19.99,Nintendo DS,Everyone,Nintendo DS,6/24/2008,5 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/800/3-800.jpg
 Marvel Super Hero Squad: The Infinity Gauntlet - Nintendo DS,Disney Interactive Studios(World),0785138364124,17.99,Nintendo DS,Everyone 10+,Nintendo DS,11/16/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/138/3-42138.jpg
 Rune Factory 3 (Nintendo DS),Rising Star Games,5537986297797,29.99,Nintendo DS,Unknown,Nintendo DS,9/30/2011,4.9200 x 0.7900,1.2200 lbs.,https://secure.coverart.bookstores.com/large/707/3-63707.jpg
 Golden Sun: Dark Dawn,Nintendo,0045496741099,34.99,Nintendo DS,Rating Pending,Nintendo DS,11/29/2010,Unknown,0.3000 lbs.,https://secure.coverart.bookstores.com/large/187/3-30187.jpg
 Chrono Trigger,Square Enix,0662248908243,19.99,Nintendo DS,Everyone 10+,Nintendo DS,11/25/2008,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/000/3-147000.jpg
 Barbie Fashion Show: An Eye for Style [UK Import],Activision,5030917059018,1703.0,Nintendo DS,Alle,Nintendo DS,11/21/2008,4.9000 x 0.8000,0.1600 lbs.,https://secure.coverart.bookstores.com/large/561/3-118561.jpg
 Pokemon - Diamond Version,Nintendo,0045496738495,34.99,Nintendo DS,Everyone,Nintendo DS,4/22/2007,4.9000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/420/3-65420.jpg
 2006 FIFA World Cup (Nintendo DS),Electronic Arts,5030935050059,29.99,Nintendo DS,Unknown,Nintendo DS,4/28/2006,4.8800 x 0.7900,0.2400 lbs.,https://secure.coverart.bookstores.com/large/519/3-64519.jpg
 Resident Evil: Revelations,Capcom,0013388305087,35.99,Nintendo DS,Mature,Nintendo 3DS,2/7/2012,4.8000 x 0.4000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/197/3-58197.jpg
 Mario Kart 7,Nintendo,0045496741747,29.99,Nintendo DS,Everyone,Nintendo 3DS,12/4/2011,4.9000 x 0.5000,1 lbs.,https://secure.coverart.bookstores.com/large/414/3-65414.jpg
 Disney's Little Mermaid: Ariel's Undersea Adventure - Nintendo DS,Disney,0712725002633,14.99,Nintendo DS,Everyone,Nintendo DS,10/3/2006,4.9000 x 0.6000,0.0700 lbs.,https://secure.coverart.bookstores.com/large/403/3-403.jpg
 Ferrari Challenge - Nintendo DS,Activision Inc.,0047875756717,37.98,Nintendo DS,Everyone,Nintendo DS,8/26/2008,4.8000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/877/3-877.jpg
 My Word Coach - Nintendo DS,UBI Soft,0008888163428,18.95,Nintendo DS,Everyone,Nintendo DS,11/6/2007,4.9000 x 0.7000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/493/3-493.jpg
" Nintendo DS Lite Pink with RDS Chip to play NES and SNES games. DS, NES and SNES games included",Nintendo,0045496717773,1.0,Nintendo DS,Unknown,Nintendo DS,5/7/2040,5.8300 x 2.8300,0.8400 lbs.,https://secure.coverart.bookstores.com/large/095/3-63095.jpg
 Cooking Mama 4 (Nintendo 3DS),505 Games,8023171028637,1.0,Nintendo DS,Exempt,Nintendo 3DS,11/25/2011,Unknown,1.2200 lbs.,https://secure.coverart.bookstores.com/large/175/3-65175.jpg
 My Baby Girl - Nintendo DS,South Peak Interactive,0612561900240,29.99,Nintendo DS,Everyone,Nintendo DS,11/4/2008,4.9000 x 0.7000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/984/3-984.jpg
 Vampire Mansion - Linda Hyde (Nintendo DS),Easy Interactive,4017404019763,26.0,Nintendo DS,Unknown,Nintendo DS,2/24/2043,4.8800 x 0.7900,0.1600 lbs.,https://secure.coverart.bookstores.com/large/028/3-64028.jpg
 Yu-Gi-Oh! World Championship 2007 (Nintendo DS),Konami,4012927082119,29.99,Nintendo DS,Unknown,Nintendo DS,4/27/2007,4.8800 x 0.7900,0.2000 lbs.,https://secure.coverart.bookstores.com/large/819/3-68819.jpg
 100 Classic Books - Nintendo DS,Nintendo,0045496740962,19.99,Nintendo DS,Everyone,Nintendo DS,6/14/2010,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/431/3-1431.jpg
 Nintendo DSi - Matte Black,Nintendo,7337331795910,149.99,Nintendo DS,Everyone,Nintendo DS,4/5/2009,3.3900 x 2.2800,0.5300 lbs.,https://secure.coverart.bookstores.com/large/683/3-152683.jpg
 Professor Layton and the Curious Village,Nintendo,0045496739270,29.99,Nintendo DS,Everyone,Nintendo DS,2/10/2008,4.6500 x 0.7900,0.4700 lbs.,https://secure.coverart.bookstores.com/large/669/3-669.jpg
 Nintendogs Lab & Friends,Nintendo,0045496736453,29.99,Nintendo DS,Everyone,Nintendo DS,8/23/2005,7.8700 x 0.5500,0.0400 lbs.,https://secure.coverart.bookstores.com/large/115/3-115.jpg
 Diddy Kong Racing DS,Nintendo,0045496738532,29.99,Nintendo DS,Everyone,Nintendo DS,2/5/2007,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/482/3-482.jpg
 Super Pok̩mon Rumble (Nintendo 3DS),Nintendo,0045496521332,1.0,Nintendo DS,Unknown,Nintendo 3DS,12/2/2011,Unknown,Unknown,https://secure.coverart.bookstores.com/large/365/3-63365.jpg
 Nintendogs + Cats: Golden Retriever & New Friends,Nintendo,0045496520021,1.0,Nintendo DS,Everyone,Nintendo 3DS,2/12/2041,4.8800 x 0.7100,1 lbs.,https://secure.coverart.bookstores.com/large/274/3-62274.jpg
 Okamiden (Nintendo DS) by Capcom,Capcom,5055060942277,96.97,Nintendo DS,Unknown,Nintendo DS,8/18/2042,4.8800 x 0.7900,1.0200 lbs.,https://secure.coverart.bookstores.com/large/122/3-65122.jpg
 Sims 2 - Nintendo DS,Electronic Arts,0014633151299,19.99,Nintendo DS,Everyone 10+,Nintendo DS,6/15/2006,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/310/3-310.jpg
 Victorious: Taking the Lead (Nintendo DS) by Namco Bandai,Namco,3391891967013,0.99,Nintendo DS,Everyone,Nintendo DS,2/24/2043,Unknown,1 lbs.,https://secure.coverart.bookstores.com/large/187/3-74187.jpg
 Spongebob Squarepants: Atlantis Squarepantis - Nintendo DS,THQ,0785138361369,19.99,Nintendo DS,Everyone,Nintendo DS,10/23/2007,4.3000 x 0.3000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/633/3-633.jpg
 Kid Icarus: Uprising,Nintendo,0045496741686,39.99,Nintendo DS,Everyone 10+,Nintendo 3DS,3/23/2012,5.4300 x 2.6000,0.5600 lbs.,https://secure.coverart.bookstores.com/large/395/3-86395.jpg
 Lego Harry Potter: Years 1-4 - Nintendo DS,Warner Bros,0883929085842,19.99,Nintendo DS,Everyone 10+,Nintendo DS,6/29/2010,4.9000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/226/3-1226.jpg
 Crazy Frog Racer (Nintendo DS),Mercury Games,5060127630004,19.99,Nintendo DS,Unknown,Nintendo DS,11/2/2006,4.8800 x 0.7900,0.1800 lbs.,https://secure.coverart.bookstores.com/large/019/3-67019.jpg
 Bleach: The 3rd Phantom (Nintendo DS),Sega,5055277001385,29.99,Nintendo DS,Unknown,Nintendo DS,2/12/2010,4.6500 x 0.7900,1 lbs.,https://secure.coverart.bookstores.com/large/968/3-136968.jpg
 Kingdom Hearts Re:coded,Square Enix,0662248910345,19.99,Nintendo DS,Everyone 10+,Nintendo DS,1/11/2011,4.9000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/719/3-56719.jpg
 Pokemon Mystery Dungeon: Blue Rescue Team,Nintendo,0045496737726,29.99,Nintendo DS,Everyone,Nintendo DS,9/18/2006,5 x 0.5100,0.2500 lbs.,https://secure.coverart.bookstores.com/large/393/3-393.jpg
 Nintendogs + Cats:  Golden Retriever and New Friends,Nintendo,0045496741396,19.99,Nintendo DS,Everyone,Nintendo 3DS,3/27/2011,4.9000 x 0.5000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/720/3-56720.jpg
 Sonic Generations - Nintendo 3DS,"Sega of America, Inc. - Console",0010086611045,39.95,Nintendo DS,Everyone,Nintendo 3DS,11/22/2011,Unknown,0.1000 lbs.,https://secure.coverart.bookstores.com/large/597/3-58597.jpg
 Warioware: Touched! - Nintendo DS,Nintendo,0045496735180,39.99,Nintendo DS,Everyone,Nintendo DS,9/8/2006,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/105/3-105.jpg
 Phoenix Wright: Ace Attorney - Nintendo DS,Capcom,0013388320011,29.99,Nintendo DS,Teen,Nintendo DS,9/1/2006,4.9000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/318/3-318.jpg
 Mario Party DS,Nintendo,0045496738686,29.99,Nintendo DS,Everyone,Nintendo DS,11/20/2007,4.8800 x 0.7900,0.4000 lbs.,https://secure.coverart.bookstores.com/large/666/3-666.jpg
 Radiant Historia - Nintendo DS,Atlus,0730865400423,29.99,Nintendo DS,Everyone 10+,Nintendo DS,2/22/2011,4.9000 x 0.6000,0.4000 lbs.,https://secure.coverart.bookstores.com/large/817/3-56817.jpg
 Kirby Squeak Squad,Nintendo,0045496738228,34.99,Nintendo DS,Everyone,Nintendo DS,12/4/2006,4.9000 x 0.8000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/443/3-443.jpg
 Mega Man Star Force 3 Black Ace - Nintendo DS,Capcom,0013388320172,29.99,Nintendo DS,Everyone,Nintendo DS,6/30/2009,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/155/3-1155.jpg
 Puzzler World - Nintendo DS,Atari Inc.,0742725280199,19.99,Nintendo DS,Everyone,Nintendo DS,12/8/2009,Unknown,0.0500 lbs.,https://secure.coverart.bookstores.com/large/366/3-1366.jpg
 Madden NFL 09 - Nintendo DS,Electronic Arts,5030930065959,19.99,Nintendo DS,Everyone,Nintendo DS,8/12/2008,4.9000 x 0.6000,0.4100 lbs.,https://secure.coverart.bookstores.com/large/747/3-747.jpg
 Sudoku Ball -- Detective (Nintendo DS),Playlogic,8717545402429,19.99,Nintendo DS,Everyone 10+,Nintendo DS,8/6/2009,Unknown,0.2200 lbs.,https://secure.coverart.bookstores.com/large/099/3-44099.jpg
 Pokemon Pearl Version,Nintendo,0045496738518,34.99,Nintendo DS,Everyone,Nintendo DS,4/22/2007,4.9000 x 0.7000,0.6000 lbs.,https://secure.coverart.bookstores.com/large/497/3-497.jpg
 Barbie Horse Adventures: Riding Camp - Nintendo DS,Activision Inc.,0047875756977,14.99,Nintendo DS,Everyone,Nintendo DS,10/21/2008,4.9000 x 0.7000,0.3500 lbs.,https://secure.coverart.bookstores.com/large/887/3-887.jpg
 The Legend of Zelda:  Phantom Hourglass,Nintendo,0045496737788,34.99,Nintendo DS,Everyone,Nintendo DS,10/1/2007,4.8800 x 0.6300,0.4600 lbs.,https://secure.coverart.bookstores.com/large/127/3-127.jpg
 Final Fantasy IV,Square Enix,0662248908113,19.99,Nintendo DS,Everyone 10+,Nintendo DS,7/22/2008,4.9000 x 0.7000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/820/3-820.jpg
 Hidden Objects: Mystery Stories (Nintendo DS),KNOWLEDGE ADVENTURE INC.,0876930007675,19.99,Nintendo DS,Everyone 10+,Nintendo DS,1/17/2044,Unknown,0.5500 lbs.,https://secure.coverart.bookstores.com/large/446/3-30446.jpg
 Deca Sports 3  Nintendo Wii,Konami,0083717401056,19.99,Nintendo DS,Everyone,Nintendo DS,10/26/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/152/3-42152.jpg
 Final Fantasy III,Square Enix,0662248906133,19.99,Nintendo DS,Everyone 10+,Nintendo DS,11/14/2006,4.8000 x 0.5000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/404/3-404.jpg
 Luminous Arc 2 - Nintendo DS,Atlus Video Games,0730865400218,39.99,Nintendo DS,Teen,Nintendo DS,11/18/2008,9 x 1,0.8500 lbs.,https://secure.coverart.bookstores.com/large/939/3-939.jpg
 Shin Megami Tensei: Devil Survivor - Nintendo DS,Atlus,0730865400348,24.95,Nintendo DS,Teen,Nintendo DS,6/23/2009,Unknown,0.2000 lbs.,https://secure.coverart.bookstores.com/large/114/3-1114.jpg
 Scribblenauts - Nintendo DS,Warner Bros,0883929085613,19.99,Nintendo DS,Everyone 10+,Nintendo DS,9/15/2009,4.8000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/212/3-1212.jpg
 Harvest Moon: Tale of Two Towns - Nintendo 3DS,"Natsume, Inc.",0719593140054,39.99,Nintendo DS,Everyone,Nintendo 3DS,11/1/2011,4.9000 x 0.5000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/514/3-58514.jpg
 Horse Life - Nintendo DS,D3 Publisher,0879278320079,19.99,Nintendo DS,Everyone,Nintendo DS,11/6/2007,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/697/3-697.jpg
 Tom And Jerry Tales,Warner Bros,0788687400299,19.99,Nintendo DS,Everyone,Nintendo DS,10/31/2006,4.9000 x 0.6000,0.1000 lbs.,https://secure.coverart.bookstores.com/large/434/3-434.jpg
 Heroes of Ruin (Nintendo 3DS),Nintendo,0045496522223,39.99,Nintendo DS,Suitable for 12 years and over,Nintendo 3DS,6/15/2012,4.8800 x 0.6300,1.0200 lbs.,https://secure.coverart.bookstores.com/large/092/3-87092.jpg
 Pokemon SoulSilver Version,Nintendo,0045496740634,39.99,Nintendo DS,Everyone,Nintendo DS,3/14/2010,5.0400 x 1.9700,0.7100 lbs.,https://secure.coverart.bookstores.com/large/266/3-9266.jpg
" Phoenix Wright, Ace Attorney: Justice For All - Nintendo DS",Capcom,0013388320066,24.39,Nintendo DS,Teen,Nintendo DS,1/16/2007,4.8400 x 0.5900,0.1600 lbs.,https://secure.coverart.bookstores.com/large/466/3-466.jpg
 Rio - Nintendo DS,Nordic Games,0785138364568,19.99,Nintendo DS,Everyone,Nintendo DS,12/13/2012,4.9000 x 0.7000,0.4000 lbs.,https://secure.coverart.bookstores.com/large/099/3-57099.jpg
 Shin Megami Tensei: Strange Journey - Nintendo DS,Atlus Video Games,0730865400355,34.99,Nintendo DS,Mature,Nintendo DS,3/23/2010,Unknown,0.0200 lbs.,https://secure.coverart.bookstores.com/large/373/3-1373.jpg
 Mario Hoops 3 On 3,Nintendo,0045496737337,29.99,Nintendo DS,Everyone,Nintendo DS,9/11/2006,4.8800 x 0.6300,0.2200 lbs.,https://secure.coverart.bookstores.com/large/415/3-415.jpg
 Age of Empires: The Age of Kings,Majesco,0096427013938,19.99,Nintendo DS,Everyone 10+,Nintendo DS,2/14/2006,4.7000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/286/3-286.jpg
 Nintendogs Dachshund & Friends,Nintendo,0045496735517,29.99,Nintendo DS,Everyone,Nintendo DS,8/23/2005,4.8000 x 0.7900,0.1300 lbs.,https://secure.coverart.bookstores.com/large/291/3-291.jpg
 The Sims 3 - Nintendo DS,Electronic Arts,0014633153453,19.99,Nintendo DS,Everyone,Nintendo DS,10/26/2010,Unknown,0.2500 lbs.,https://secure.coverart.bookstores.com/large/193/3-30193.jpg
 Digimon World: Dawn - Nintendo DS,Namco,0722674700221,29.99,Nintendo DS,Everyone,Nintendo DS,9/18/2007,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/587/3-587.jpg
 Transformers: War for Cybertron Decepticons,Activision Inc.,0047875839106,19.99,Nintendo DS,Everyone 10+,Nintendo DS,6/22/2010,4.9000 x 0.7000,0.0200 lbs.,https://secure.coverart.bookstores.com/large/391/3-1391.jpg
 Custom Robo Arena - Nintendo DS,Nintendo,0045496737917,29.99,Nintendo DS,Everyone 10+,Nintendo DS,3/19/2007,4.8000 x 0.7900,1.2200 lbs.,https://secure.coverart.bookstores.com/large/440/3-440.jpg
 The Amazing Spider-Man (Nintendo 3DS),Activision,5030917107757,39.99,Nintendo DS,Unknown,Nintendo 3DS,6/29/2012,4.9000 x 0.6000,0.1400 lbs.,https://secure.coverart.bookstores.com/large/999/3-86999.jpg
 FIFA 11 (Nintendo DS),Electronic Arts,5030930092290,29.99,Nintendo DS,Unknown,Nintendo DS,10/8/2010,4.3300 x 0.7900,0.1400 lbs.,https://secure.coverart.bookstores.com/large/567/3-62567.jpg
 Contra 4,Konami,0083717241287,19.99,Nintendo DS,Teen,Nintendo DS,11/13/2007,4.9000 x 0.6000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/167/3-167.jpg
 Sonic Rush Adventure,"Sega of America, Inc.",0010086670110,29.99,Nintendo DS,Everyone,Nintendo DS,9/18/2007,4.8000 x 0.6300,0.2600 lbs.,https://secure.coverart.bookstores.com/large/558/3-558.jpg
 Nintendo DS Lite Polar White,Nintendo,0045496717544,129.99,Nintendo DS,Unknown,Nintendo DS,6/12/2006,5.6700 x 2.5200,1.2300 lbs.,https://secure.coverart.bookstores.com/large/292/3-9292.jpg
 Cradle of Rome/Cradle of Egypt Double Pack (Nintendo DS),Rising Star Games,5060102952732,34.99,Nintendo DS,Unknown,Nintendo DS,4/28/2011,4.8800 x 0.7900,1 lbs.,https://secure.coverart.bookstores.com/large/695/3-63695.jpg
 Metroid Prime Hunters,Nintendo,0045496735272,34.99,Nintendo DS,Teen,Nintendo DS,3/20/2006,4.9000 x 0.7000,0.3000 lbs.,https://secure.coverart.bookstores.com/large/299/3-299.jpg
 Puyo Pop Fever (Nintendo DS),Ignition,5060050944131,29.99,Nintendo DS,Unknown,Nintendo DS,7/21/2006,4.6500 x 0.7900,1 lbs.,https://secure.coverart.bookstores.com/large/809/3-138809.jpg
 Mario and Sonic at the Olympic Winter Games - Nintendo DS,"Sega of America, Inc.",0010086670301,34.99,Nintendo DS,Everyone,Nintendo DS,10/13/2009,4.9000 x 0.5000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/126/3-1126.jpg
 Nintendogs Chihuahua & Friends,Nintendo,0045496736439,29.99,Nintendo DS,Everyone,Nintendo DS,8/23/2005,5.1200 x 0.1200,0.0200 lbs.,https://secure.coverart.bookstores.com/large/294/3-294.jpg
 Solitaire Overload Plus - Nintendo DS,Telegames,0834815005062,29.99,Nintendo DS,Everyone,Nintendo DS,10/15/2010,Unknown,0.1000 lbs.,https://secure.coverart.bookstores.com/large/833/3-43833.jpg
 Digimon World: Dusk - Nintendo DS,Namco,0722674700245,29.99,Nintendo DS,Everyone,Nintendo DS,9/18/2007,4.9000 x 0.5000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/589/3-589.jpg
" Harry Potter and the Deathly Hallows, Part 1",Electronic Arts,0014633194555,19.99,Nintendo DS,Everyone 10+,Nintendo DS,11/16/2010,Unknown,0.3000 lbs.,https://secure.coverart.bookstores.com/large/635/3-30635.jpg
 Kingdom Hearts 358/2 Days - Nintendo DS,Square Enix,0662248909011,24.99,Nintendo DS,Everyone 10+,Nintendo DS,9/29/2009,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/129/3-1129.jpg
 LEGO Star Wars III: The Clone Wars,LucasArts,0023272342654,19.99,Nintendo DS,Everyone 10+,Nintendo 3DS,3/27/2011,4.8000 x 0.5000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/645/3-56645.jpg
 Kirby Canvas Curse,Nintendo,0045496735531,19.99,Nintendo DS,Everyone,Nintendo DS,6/14/2005,4.8800 x 0.7900,0.3100 lbs.,https://secure.coverart.bookstores.com/large/275/3-275.jpg
 Sonic All Star Racing - Nintendo DS,"Sega of America, Inc.",0010086670332,29.99,Nintendo DS,Everyone,Nintendo DS,2/23/2010,4.9000 x 0.6000,0.2000 lbs.,https://secure.coverart.bookstores.com/large/219/3-1219.jpg
 Yu-Gi-Oh! World Championship Tournament 2008 - Nintendo DS,Konami,0083717241324,29.99,Nintendo DS,Everyone,Nintendo DS,12/5/2007,5.4000 x 0.6000,0.2500 lbs.,https://secure.coverart.bookstores.com/large/701/3-701.jpg
 Nintendo DS Lite Metallic Silver,Nintendo,0045496718466,99.99,Nintendo DS,Everyone,Nintendo DS,9/7/2008,5.5900 x 2.1700,0.7100 lbs.,https://secure.coverart.bookstores.com/large/300/3-9300.jpg
 Lego Pirates of the Caribbean - Nintendo 3DS,Disney,0712725021177,19.99,Nintendo DS,Everyone 10+,Nintendo 3DS,5/10/2011,4.7000 x 0.5000,0.1500 lbs.,https://secure.coverart.bookstores.com/large/726/3-56726.jpg
